"","bio_var","Class1","Class2","Class3"
"7566","OG0009078",NA,NA,NA
"7567","OG0009079",NA,NA,NA
"7568","OG0009080","TF","GRAS",NA
"7569","OG0009081","cell wall development",NA,"cellulose biosynthesis"
"7570","OG0009083",NA,NA,NA
"7571","OG0009084",NA,NA,NA
"7572","OG0009085",NA,NA,NA
"7573","OG0009086",NA,NA,NA
"7577","OG0009090",NA,NA,NA
"7578","OG0009091",NA,NA,NA
"7579","OG0009092",NA,NA,NA
"7580","OG0009093",NA,NA,NA
"7581","OG0009094",NA,NA,NA
"7582","OG0009095",NA,NA,NA
"7583","OG0009096",NA,NA,NA
"7584","OG0009097",NA,NA,NA
"7585","OG0009098",NA,NA,NA
"7586","OG0009099",NA,NA,NA
"7587","OG0009100",NA,NA,NA
"7588","OG0009101",NA,NA,NA
"7589","OG0009102",NA,NA,NA
"7590","OG0009103",NA,NA,NA
"7591","OG0009104",NA,NA,NA
"7592","OG0009105",NA,NA,NA
"7593","OG0009106",NA,NA,NA
"7594","OG0009107",NA,NA,NA
"7595","OG0009108",NA,NA,NA
"7596","OG0009109",NA,NA,NA
"7597","OG0009110",NA,NA,NA
"7598","OG0009112",NA,NA,NA
"7599","OG0009113",NA,NA,NA
"7600","OG0009114",NA,NA,NA
"7601","OG0009115",NA,NA,NA
"7602","OG0009116",NA,NA,NA
"7603","OG0009117",NA,NA,NA
"7604","OG0009118",NA,NA,NA
"7605","OG0009119",NA,NA,NA
"7607","OG0009121",NA,NA,NA
"7608","OG0009122",NA,NA,NA
"7609","OG0009123",NA,NA,NA
"7610","OG0009124","TF","Nin-like",NA
"7611","OG0009125",NA,NA,NA
"7612","OG0009126",NA,NA,NA
"7613","OG0009127",NA,NA,NA
"7615","OG0009129",NA,NA,NA
"7617","OG0009131",NA,NA,NA
"7618","OG0009133",NA,NA,NA
"7619","OG0009134",NA,NA,NA
"7621","OG0009137",NA,NA,NA
"7622","OG0009138",NA,NA,NA
"7624","OG0009140",NA,NA,NA
"7625","OG0009141",NA,NA,NA
"7626","OG0009142",NA,NA,NA
"7627","OG0009145",NA,NA,NA
"7628","OG0009146","TF","GATA",NA
"7629","OG0009147",NA,NA,NA
"7630","OG0009148","photosynthesis",NA,NA
"7632","OG0009150",NA,NA,NA
"7633","OG0009151",NA,NA,NA
"7636","OG0009155",NA,NA,NA
"7637","OG0009156",NA,NA,NA
"7638","OG0009157",NA,NA,NA
"7639","OG0009159",NA,NA,NA
"7640","OG0009161",NA,NA,NA
"7641","OG0009162","photosynthesis",NA,NA
"7644","OG0009166",NA,NA,NA
"7646","OG0009168",NA,NA,NA
"7647","OG0009169",NA,NA,NA
"7648","OG0009171",NA,NA,NA
"7649","OG0009172",NA,NA,NA
"7650","OG0009173",NA,NA,NA
"7651","OG0009174",NA,NA,NA
"7652","OG0009175",NA,NA,NA
"7653","OG0009176",NA,NA,NA
"7654","OG0009177","TF","ERF",NA
"7655","OG0009178",NA,NA,NA
"7656","OG0009179",NA,NA,NA
"7658","OG0009181",NA,NA,NA
"7659","OG0009182",NA,NA,NA
"7660","OG0009183",NA,NA,NA
"7662","OG0009185",NA,NA,NA
"7663","OG0009186",NA,NA,NA
"7664","OG0009187",NA,NA,NA
"7665","OG0009189",NA,NA,NA
"7666","OG0009190",NA,NA,NA
"7667","OG0009191",NA,NA,NA
"7668","OG0009192",NA,NA,NA
"7669","OG0009193","TF","GRAS",NA
"7671","OG0009195",NA,NA,NA
"7672","OG0009196",NA,NA,NA
"7673","OG0009197",NA,NA,NA
"7674","OG0009198",NA,NA,NA
"7676","OG0009200",NA,NA,NA
"7677","OG0009201",NA,NA,NA
"7678","OG0009202",NA,NA,NA
"7679","OG0009203",NA,NA,NA
"7682","OG0009206",NA,NA,NA
"7683","OG0009207",NA,NA,NA
"7684","OG0009208",NA,NA,NA
"7685","OG0009209",NA,NA,NA
"7686","OG0009210",NA,NA,NA
"7687","OG0009211",NA,NA,NA
"7688","OG0009212",NA,NA,NA
"7689","OG0009213",NA,NA,NA
"7690","OG0009214",NA,NA,NA
"7691","OG0009215",NA,NA,NA
"7692","OG0009216",NA,NA,NA
"7693","OG0009217",NA,NA,NA
"7694","OG0009219",NA,NA,NA
"7695","OG0009220",NA,NA,NA
"7696","OG0009221","TF","bZIP",NA
"7697","OG0009222",NA,NA,NA
"7699","OG0009224",NA,NA,NA
"7700","OG0009225","cell wall development",NA,"cell wall expansion"
"7701","OG0009226",NA,NA,NA
"7702","OG0009227",NA,NA,NA
"7703","OG0009228","TF","Trihelix",NA
"7704","OG0009229",NA,NA,NA
"7706","OG0009232",NA,NA,NA
"7707","OG0009233",NA,NA,NA
"7708","OG0009234",NA,NA,NA
"7709","OG0009235",NA,NA,NA
"7710","OG0009237","TF","GRAS",NA
"7711","OG0009238",NA,NA,NA
"7712","OG0009239",NA,NA,NA
"7713","OG0009240",NA,NA,NA
"7715","OG0009242",NA,NA,NA
"7716","OG0009243","TF","Nin-like",NA
"7717","OG0009244",NA,NA,NA
"7719","OG0009246",NA,NA,NA
"7720","OG0009247",NA,NA,NA
"7721","OG0009248",NA,NA,NA
"7722","OG0009249",NA,NA,NA
"7723","OG0009250",NA,NA,NA
"7724","OG0009251","TF","Trihelix",NA
"7726","OG0009254",NA,NA,NA
"7727","OG0009255",NA,NA,NA
"7728","OG0009256",NA,NA,NA
"7729","OG0009257",NA,NA,NA
"7730","OG0009258",NA,NA,NA
"7731","OG0009259",NA,NA,NA
"7732","OG0009260",NA,NA,NA
"7733","OG0009261",NA,NA,NA
"7736","OG0009264",NA,NA,NA
"7739","OG0009267","TF","C2H2",NA
"7741","OG0009269",NA,NA,NA
"7742","OG0009270",NA,NA,NA
"7743","OG0009271",NA,NA,NA
"7744","OG0009272","TF","HSF",NA
"7745","OG0009273",NA,NA,NA
"7746","OG0009274",NA,NA,NA
"7747","OG0009275",NA,NA,NA
"7749","OG0009277","TF","CO-like",NA
"7750","OG0009278",NA,NA,NA
"7751","OG0009279",NA,NA,NA
"7752","OG0009280",NA,NA,NA
"7753","OG0009281",NA,NA,NA
"7754","OG0009282",NA,NA,NA
"7756","OG0009284",NA,NA,NA
"7757","OG0009285",NA,NA,NA
"7758","OG0009286",NA,NA,NA
"7759","OG0009287",NA,NA,NA
"7760","OG0009288",NA,NA,NA
"7761","OG0009289",NA,NA,NA
"7763","OG0009291",NA,NA,NA
"7764","OG0009292","TF","MYB",NA
"7765","OG0009293",NA,NA,NA
"7768","OG0009297",NA,NA,NA
"7769","OG0009298",NA,NA,NA
"7771","OG0009300","TF","GATA",NA
"7772","OG0009301",NA,NA,NA
"7773","OG0009302","cell wall development",NA,"lignin biosynthesis"
"7775","OG0009304",NA,NA,NA
"7776","OG0009305",NA,NA,NA
"7777","OG0009306",NA,NA,NA
"7778","OG0009307",NA,NA,NA
"7779","OG0009308",NA,NA,NA
"7780","OG0009309",NA,NA,NA
"7781","OG0009310",NA,NA,NA
"7782","OG0009311",NA,NA,NA
"7783","OG0009312",NA,NA,NA
"7784","OG0009313",NA,NA,NA
"7785","OG0009314",NA,NA,NA
"7789","OG0009318",NA,NA,NA
"7790","OG0009319",NA,NA,NA
"7791","OG0009320",NA,NA,NA
"7792","OG0009321",NA,NA,NA
"7793","OG0009322",NA,NA,NA
"7794","OG0009323","TF","NF-YA",NA
"7796","OG0009325",NA,NA,NA
"7798","OG0009327","TF","bHLH",NA
"7800","OG0009329",NA,NA,NA
"7801","OG0009330",NA,NA,NA
"7802","OG0009331",NA,NA,NA
"7803","OG0009332",NA,NA,NA
"7804","OG0009334",NA,NA,NA
"7805","OG0009335",NA,NA,NA
"7806","OG0009336",NA,NA,NA
"7807","OG0009337",NA,NA,NA
"7808","OG0009338",NA,NA,NA
"7809","OG0009339",NA,NA,NA
"7810","OG0009340",NA,NA,NA
"7811","OG0009341",NA,NA,NA
"7812","OG0009342",NA,NA,NA
"7814","OG0009344","cell wall development",NA,"cell wall expansion"
"7815","OG0009345",NA,NA,NA
"7816","OG0009346",NA,NA,NA
"7817","OG0009347",NA,NA,NA
"7818","OG0009348",NA,NA,NA
"7820","OG0009351",NA,NA,NA
"7821","OG0009352",NA,NA,NA
"7822","OG0009353",NA,NA,NA
"7823","OG0009354",NA,NA,NA
"7824","OG0009355",NA,NA,NA
"7826","OG0009357",NA,NA,NA
"7827","OG0009358",NA,NA,NA
"7829","OG0009360",NA,NA,NA
"7830","OG0009361",NA,NA,NA
"7831","OG0009362",NA,NA,NA
"7832","OG0009363",NA,NA,NA
"7833","OG0009364",NA,NA,NA
"7834","OG0009365",NA,NA,NA
"7835","OG0009366",NA,NA,NA
"7837","OG0009368",NA,NA,NA
"7838","OG0009369",NA,NA,NA
"7839","OG0009370",NA,NA,NA
"7840","OG0009371",NA,NA,NA
"7841","OG0009372",NA,NA,NA
"7842","OG0009373",NA,NA,NA
"7843","OG0009374",NA,NA,NA
"7844","OG0009375",NA,NA,NA
"7845","OG0009376",NA,NA,NA
"7847","OG0009378",NA,NA,NA
"7848","OG0009379",NA,NA,NA
"7849","OG0009380",NA,NA,NA
"7851","OG0009382",NA,NA,NA
"7852","OG0009383",NA,NA,NA
"7853","OG0009384",NA,NA,NA
"7855","OG0009386",NA,NA,NA
"7856","OG0009387",NA,NA,NA
"7858","OG0009389",NA,NA,NA
"7859","OG0009391",NA,NA,NA
"7860","OG0009392",NA,NA,NA
"7861","OG0009393",NA,NA,NA
"7862","OG0009394",NA,NA,NA
"7863","OG0009395",NA,NA,NA
"7865","OG0009398",NA,NA,NA
"7866","OG0009399","TF","SBP",NA
"7867","OG0009400",NA,NA,NA
"7868","OG0009401",NA,NA,NA
"7869","OG0009402","TF","Trihelix",NA
"7871","OG0009405",NA,NA,NA
"7872","OG0009406",NA,NA,NA
"7874","OG0009409",NA,NA,NA
"7875","OG0009410",NA,NA,NA
"7876","OG0009411",NA,NA,NA
"7877","OG0009412",NA,NA,NA
"7878","OG0009413",NA,NA,NA
"7879","OG0009414",NA,NA,NA
"7880","OG0009415",NA,NA,NA
"7881","OG0009416",NA,NA,NA
"7882","OG0009417",NA,NA,NA
"7884","OG0009419",NA,NA,NA
"7887","OG0009422",NA,NA,NA
"7888","OG0009424",NA,NA,NA
"7889","OG0009425",NA,NA,NA
"7890","OG0009426",NA,NA,NA
"7892","OG0009428",NA,NA,NA
"7893","OG0009430",NA,NA,NA
"7894","OG0009431","TF","C2H2",NA
"7895","OG0009433",NA,NA,NA
"7896","OG0009434",NA,NA,NA
"7897","OG0009435",NA,NA,NA
"7898","OG0009436",NA,NA,NA
"7899","OG0009437",NA,NA,NA
"7900","OG0009438",NA,NA,NA
"7901","OG0009439","TF","C3H",NA
"7902","OG0009440",NA,NA,NA
"7903","OG0009442",NA,NA,NA
"7905","OG0009444",NA,NA,NA
"7907","OG0009447",NA,NA,NA
"7908","OG0009448",NA,NA,NA
"7909","OG0009449",NA,NA,NA
"7911","OG0009451",NA,NA,NA
"7912","OG0009452","TF","G2-like",NA
"7914","OG0009454",NA,NA,NA
"7915","OG0009455",NA,NA,NA
"7916","OG0009456",NA,NA,NA
"7917","OG0009457",NA,NA,NA
"7919","OG0009459",NA,NA,NA
"7920","OG0009460",NA,NA,NA
"7921","OG0009461",NA,NA,NA
"7922","OG0009462",NA,NA,NA
"7923","OG0009463",NA,NA,NA
"7924","OG0009464",NA,NA,NA
"7925","OG0009465",NA,NA,NA
"7926","OG0009466",NA,NA,NA
"7927","OG0009468",NA,NA,NA
"7930","OG0009471",NA,NA,NA
"7931","OG0009472",NA,NA,NA
"7933","OG0009474",NA,NA,NA
"7935","OG0009476",NA,NA,NA
"7936","OG0009477",NA,NA,NA
"7937","OG0009478",NA,NA,NA
"7938","OG0009479",NA,NA,NA
"7939","OG0009480",NA,NA,NA
"7940","OG0009481",NA,NA,NA
"7941","OG0009482",NA,NA,NA
"7942","OG0009483",NA,NA,NA
"7943","OG0009484",NA,NA,NA
"7944","OG0009486",NA,NA,NA
"7945","OG0009487",NA,NA,NA
"7946","OG0009488",NA,NA,NA
"7948","OG0009490",NA,NA,NA
"7951","OG0009494",NA,NA,NA
"7953","OG0009496",NA,NA,NA
"7954","OG0009497",NA,NA,NA
"7955","OG0009498",NA,NA,NA
"7956","OG0009499",NA,NA,NA
"7957","OG0009500",NA,NA,NA
"7958","OG0009501",NA,NA,NA
"7959","OG0009502",NA,NA,NA
"7960","OG0009503",NA,NA,NA
"7962","OG0009505",NA,NA,NA
"7963","OG0009506",NA,NA,NA
"7964","OG0009507",NA,NA,NA
"7967","OG0009510",NA,NA,NA
"7968","OG0009511",NA,NA,NA
"7969","OG0009512",NA,NA,NA
"7970","OG0009513",NA,NA,NA
"7971","OG0009514",NA,NA,NA
"7973","OG0009516",NA,NA,NA
"7974","OG0009517",NA,NA,NA
"7975","OG0009518",NA,NA,NA
"7976","OG0009519",NA,NA,NA
"7977","OG0009520",NA,NA,NA
"7978","OG0009521",NA,NA,NA
"7979","OG0009523",NA,NA,NA
"7982","OG0009527",NA,NA,NA
"7983","OG0009528",NA,NA,NA
"7984","OG0009529",NA,NA,NA
"7986","OG0009531",NA,NA,NA
"7987","OG0009532",NA,NA,NA
"7988","OG0009533",NA,NA,NA
"7989","OG0009534",NA,NA,NA
"7991","OG0009536",NA,NA,NA
"7992","OG0009538",NA,NA,NA
"7993","OG0009539",NA,NA,NA
"7994","OG0009540",NA,NA,NA
"7996","OG0009542",NA,NA,NA
"7997","OG0009543",NA,NA,NA
"7998","OG0009544",NA,NA,NA
"7999","OG0009545",NA,NA,NA
"8000","OG0009546",NA,NA,NA
"8001","OG0009548","TF","ARR-B",NA
"8002","OG0009549",NA,NA,NA
"8003","OG0009550",NA,NA,NA
"8004","OG0009551",NA,NA,NA
"8006","OG0009553",NA,NA,NA
"8007","OG0009555","photosynthesis",NA,NA
"8008","OG0009556",NA,NA,NA
"8009","OG0009557","TF","Trihelix",NA
"8010","OG0009558","TF","HB-other",NA
"8011","OG0009559",NA,NA,NA
"8012","OG0009561",NA,NA,NA
"8013","OG0009562",NA,NA,NA
"8015","OG0009564",NA,NA,NA
"8016","OG0009565",NA,NA,NA
"8017","OG0009566",NA,NA,NA
"8018","OG0009567",NA,NA,NA
"8019","OG0009568",NA,NA,NA
"8020","OG0009569",NA,NA,NA
"8021","OG0009570",NA,NA,NA
"8022","OG0009571",NA,NA,NA
"8024","OG0009574",NA,NA,NA
"8026","OG0009576",NA,NA,NA
"8027","OG0009577","photosynthesis",NA,NA
"8028","OG0009578","TF","NAC",NA
"8029","OG0009579",NA,NA,NA
"8030","OG0009580",NA,NA,NA
"8031","OG0009581",NA,NA,NA
"8032","OG0009582",NA,NA,NA
"8033","OG0009583","TF","MYB_related",NA
"8035","OG0009585",NA,NA,NA
"8036","OG0009586",NA,NA,NA
"8037","OG0009587",NA,NA,NA
"8038","OG0009588",NA,NA,NA
"8040","OG0009590",NA,NA,NA
"8041","OG0009591",NA,NA,NA
"8042","OG0009592",NA,NA,NA
"8043","OG0009593",NA,NA,NA
"8045","OG0009595",NA,NA,NA
"8046","OG0009596",NA,NA,NA
"8047","OG0009597",NA,NA,NA
"8050","OG0009600",NA,NA,NA
"8052","OG0009602",NA,NA,NA
"8054","OG0009605",NA,NA,NA
"8055","OG0009606",NA,NA,NA
"8056","OG0009607",NA,NA,NA
"8057","OG0009609",NA,NA,NA
"8058","OG0009610",NA,NA,NA
"8059","OG0009611",NA,NA,NA
"8060","OG0009612",NA,NA,NA
"8062","OG0009614",NA,NA,NA
"8063","OG0009615","TF","C2H2",NA
"8064","OG0009616",NA,NA,NA
"8065","OG0009617",NA,NA,NA
"8066","OG0009618",NA,NA,NA
"8068","OG0009620",NA,NA,NA
"8069","OG0009621","TF","CAMTA",NA
"8070","OG0009622",NA,NA,NA
"8072","OG0009624",NA,NA,NA
"8073","OG0009625",NA,NA,NA
"8074","OG0009626",NA,NA,NA
"8075","OG0009627",NA,NA,NA
"8077","OG0009629",NA,NA,NA
"8078","OG0009630",NA,NA,NA
"8079","OG0009631",NA,NA,NA
"8080","OG0009632",NA,NA,NA
"8081","OG0009633",NA,NA,NA
"8082","OG0009634",NA,NA,NA
"8083","OG0009636",NA,NA,NA
"8085","OG0009638",NA,NA,NA
"8086","OG0009639","photosynthesis",NA,NA
"8089","OG0009642",NA,NA,NA
"8090","OG0009643",NA,NA,NA
"8091","OG0009644",NA,NA,NA
"8092","OG0009645",NA,NA,NA
"8093","OG0009646",NA,NA,NA
"8094","OG0009647",NA,NA,NA
"8095","OG0009648",NA,NA,NA
"8096","OG0009650",NA,NA,NA
"8097","OG0009652",NA,NA,NA
"8098","OG0009653",NA,NA,NA
"8099","OG0009654",NA,NA,NA
"8100","OG0009655",NA,NA,NA
"8101","OG0009656",NA,NA,NA
"8102","OG0009657",NA,NA,NA
"8103","OG0009658",NA,NA,NA
"8104","OG0009659",NA,NA,NA
"8105","OG0009660",NA,NA,NA
"8106","OG0009661",NA,NA,NA
"8108","OG0009663",NA,NA,NA
"8109","OG0009665",NA,NA,NA
"8110","OG0009666",NA,NA,NA
"8111","OG0009667",NA,NA,NA
"8112","OG0009668","TF","NAC",NA
"8113","OG0009669",NA,NA,NA
"8114","OG0009670",NA,NA,NA
"8115","OG0009671",NA,NA,NA
"8117","OG0009673",NA,NA,NA
"8118","OG0009674",NA,NA,NA
"8119","OG0009675",NA,NA,NA
"8123","OG0009679",NA,NA,NA
"8124","OG0009680",NA,NA,NA
"8125","OG0009681",NA,NA,NA
"8126","OG0009682",NA,NA,NA
"8127","OG0009683",NA,NA,NA
"8128","OG0009684",NA,NA,NA
"8129","OG0009685",NA,NA,NA
"8130","OG0009686","plasmodesmata",NA,"plasmodesmata"
"8131","OG0009687",NA,NA,NA
"8132","OG0009688",NA,NA,NA
"8134","OG0009690","TF","DBB",NA
"8135","OG0009691",NA,NA,NA
"8136","OG0009692",NA,NA,NA
"8137","OG0009693",NA,NA,NA
"8138","OG0009694",NA,NA,NA
"8139","OG0009695",NA,NA,NA
"8140","OG0009696",NA,NA,NA
"8141","OG0009697",NA,NA,NA
"8142","OG0009698",NA,NA,NA
"8143","OG0009699",NA,NA,NA
"8144","OG0009700",NA,NA,NA
"8145","OG0009701","TF","B3",NA
"8146","OG0009702","TF","NAC",NA
"8149","OG0009902","photosynthesis",NA,NA
"8152","OG0009905",NA,NA,NA
"8153","OG0009906","cell wall development",NA,"lignin biosynthesis"
"8156","OG0009910",NA,NA,NA
"8158","OG0009913",NA,NA,NA
"8159","OG0009914",NA,NA,NA
"8160","OG0009915",NA,NA,NA
"8162","OG0009917",NA,NA,NA
"8163","OG0009918",NA,NA,NA
"8164","OG0009919",NA,NA,NA
"8165","OG0009920",NA,NA,NA
"8166","OG0009921",NA,NA,NA
"8167","OG0009922",NA,NA,NA
"8168","OG0009923",NA,NA,NA
"8169","OG0009924",NA,NA,NA
"8170","OG0009926",NA,NA,NA
"8171","OG0009927",NA,NA,NA
"8172","OG0009929",NA,NA,NA
"8173","OG0009931","TF","bHLH",NA
"8175","OG0009933",NA,NA,NA
"8177","OG0009935",NA,NA,NA
"8178","OG0009938",NA,NA,NA
"8179","OG0009939",NA,NA,NA
"8180","OG0009940",NA,NA,NA
"8182","OG0009942",NA,NA,NA
"8184","OG0009944",NA,NA,NA
"8185","OG0009945",NA,NA,NA
"8187","OG0009947",NA,NA,NA
"8189","OG0009951",NA,NA,NA
"8190","OG0009952",NA,NA,NA
"8191","OG0009953",NA,NA,NA
"8193","OG0009955",NA,NA,NA
"8194","OG0009956",NA,NA,NA
"8195","OG0009957",NA,NA,NA
"8196","OG0009959",NA,NA,NA
"8197","OG0009960",NA,NA,NA
"8199","OG0009962",NA,NA,NA
"8200","OG0009963",NA,NA,NA
"8201","OG0009964",NA,NA,NA
"8203","OG0009966",NA,NA,NA
"8205","OG0009969",NA,NA,NA
"8206","OG0009970",NA,NA,NA
"8207","OG0009971",NA,NA,NA
"8208","OG0009972",NA,NA,NA
"8211","OG0009977",NA,NA,NA
"8212","OG0009978",NA,NA,NA
"8213","OG0009979",NA,NA,NA
"8216","OG0009982",NA,NA,NA
"8217","OG0009983",NA,NA,NA
"8218","OG0009984",NA,NA,NA
"8219","OG0009985",NA,NA,NA
"8220","OG0009986",NA,NA,NA
"8221","OG0009987",NA,NA,NA
"8223","OG0009989",NA,NA,NA
"8225","OG0009991",NA,NA,NA
"8226","OG0009992",NA,NA,NA
"8227","OG0009993",NA,NA,NA
"8228","OG0009994",NA,NA,NA
"8229","OG0009995",NA,NA,NA
"8230","OG0009996",NA,NA,NA
"8231","OG0009997",NA,NA,NA
"8232","OG0009998",NA,NA,NA
"8233","OG0009999",NA,NA,NA
"8235","OG0010001",NA,NA,NA
"8236","OG0010002",NA,NA,NA
"8239","OG0010005",NA,NA,NA
"8240","OG0010007","TF","bHLH",NA
"8241","OG0010009",NA,NA,NA
"8242","OG0010010",NA,NA,NA
"8244","OG0010012",NA,NA,NA
"8246","OG0010014",NA,NA,NA
"8247","OG0010015",NA,NA,NA
"8252","OG0010020",NA,NA,NA
"8253","OG0010021",NA,NA,NA
"8254","OG0010022",NA,NA,NA
"8255","OG0010023",NA,NA,NA
"8257","OG0010026",NA,NA,NA
"8258","OG0010027",NA,NA,NA
"8259","OG0010028",NA,NA,NA
"8261","OG0010031",NA,NA,NA
"8262","OG0010032",NA,NA,NA
"8263","OG0010033",NA,NA,NA
"8265","OG0010036",NA,NA,NA
"8266","OG0010039",NA,NA,NA
"8267","OG0010041",NA,NA,NA
"8268","OG0010043",NA,NA,NA
"8270","OG0010045",NA,NA,NA
"8271","OG0010046","TF","GATA",NA
"8272","OG0010047",NA,NA,NA
"8273","OG0010048","TF","C2H2",NA
"8274","OG0010049",NA,NA,NA
"8275","OG0010050",NA,NA,NA
"8278","OG0010053","TF","ERF",NA
"8281","OG0010057",NA,NA,NA
"8284","OG0010060",NA,NA,NA
"8285","OG0010061",NA,NA,NA
"8286","OG0010062",NA,NA,NA
"8288","OG0010065",NA,NA,NA
"8290","OG0010068",NA,NA,NA
"8292","OG0010070",NA,NA,NA
"8297","OG0010076",NA,NA,NA
"8298","OG0010077",NA,NA,NA
"8299","OG0010078",NA,NA,NA
"8301","OG0010080",NA,NA,NA
"8303","OG0010082",NA,NA,NA
"8307","OG0010086",NA,NA,NA
"8308","OG0010088",NA,NA,NA
"8309","OG0010089",NA,NA,NA
"8310","OG0010091",NA,NA,NA
"8311","OG0010092","TF","B3",NA
"8312","OG0010093",NA,NA,NA
"8313","OG0010095",NA,NA,NA
"8315","OG0010097",NA,NA,NA
"8316","OG0010098",NA,NA,NA
"8318","OG0010100",NA,NA,NA
"8319","OG0010101","TF","NF-YB",NA
"8320","OG0010102",NA,NA,NA
"8323","OG0010105",NA,NA,NA
"8324","OG0010106",NA,NA,NA
"8325","OG0010107",NA,NA,NA
"8326","OG0010108",NA,NA,NA
"8329","OG0010112",NA,NA,NA
"8331","OG0010115",NA,NA,NA
"8333","OG0010118",NA,NA,NA
"8335","OG0010120",NA,NA,NA
"8336","OG0010123",NA,NA,NA
"8338","OG0010125",NA,NA,NA
"8339","OG0010126",NA,NA,NA
"8340","OG0010127",NA,NA,NA
"8342","OG0010130",NA,NA,NA
"8343","OG0010131",NA,NA,NA
"8344","OG0010132",NA,NA,NA
"8345","OG0010133",NA,NA,NA
"8347","OG0010135",NA,NA,NA
"8349","OG0010137",NA,NA,NA
"8351","OG0010139",NA,NA,NA
"8352","OG0010140","TF","bZIP",NA
"8354","OG0010142",NA,NA,NA
"8355","OG0010143",NA,NA,NA
"8358","OG0010146",NA,NA,NA
"8360","OG0010148",NA,NA,NA
"8361","OG0010150",NA,NA,NA
"8362","OG0010151",NA,NA,NA
"8365","OG0010155",NA,NA,NA
"8366","OG0010158",NA,NA,NA
"8367","OG0010159",NA,NA,NA
"8368","OG0010160","cell wall development",NA,"cell wall expansion"
"8369","OG0010161",NA,NA,NA
"8371","OG0010164",NA,NA,NA
"8372","OG0010165",NA,NA,NA
"8373","OG0010167",NA,NA,NA
"8374","OG0010168",NA,NA,NA
"8375","OG0010169",NA,NA,NA
"8376","OG0010170",NA,NA,NA
"8377","OG0010172",NA,NA,NA
"8378","OG0010173",NA,NA,NA
"8380","OG0010176",NA,NA,NA
"8385","OG0010182",NA,NA,NA
"8386","OG0010183",NA,NA,NA
"8387","OG0010184",NA,NA,NA
"8388","OG0010185",NA,NA,NA
"8390","OG0010187",NA,NA,NA
"8391","OG0010188","TF","MIKC_MADS",NA
"8393","OG0010191",NA,NA,NA
"8394","OG0010193",NA,NA,NA
"8395","OG0010194",NA,NA,NA
"8396","OG0010196",NA,NA,NA
"8397","OG0010197",NA,NA,NA
"8398","OG0010199",NA,NA,NA
"8400","OG0010201",NA,NA,NA
"8401","OG0010203",NA,NA,NA
"8402","OG0010205",NA,NA,NA
"8404","OG0010207",NA,NA,NA
"8406","OG0010209",NA,NA,NA
"8407","OG0010210","TF","TALE",NA
"8408","OG0010211","TF","TALE",NA
"8409","OG0010212",NA,NA,NA
"8410","OG0010213",NA,NA,NA
"8412","OG0010215","TF","WRKY",NA
"8413","OG0010217",NA,NA,NA
"8414","OG0010220",NA,NA,NA
"8415","OG0010221",NA,NA,NA
"8416","OG0010222",NA,NA,NA
"8418","OG0010225",NA,NA,NA
"8420","OG0010227",NA,NA,NA
"8421","OG0010228",NA,NA,NA
"8422","OG0010229",NA,NA,NA
"8424","OG0010231",NA,NA,NA
"8425","OG0010232",NA,NA,NA
"8427","OG0010234",NA,NA,NA
"8428","OG0010236",NA,NA,NA
"8431","OG0010239",NA,NA,NA
"8432","OG0010241",NA,NA,NA
"8433","OG0010242",NA,NA,NA
"8434","OG0010243",NA,NA,NA
"8437","OG0010246",NA,NA,NA
"8439","OG0010248",NA,NA,NA
"8440","OG0010249",NA,NA,NA
"8441","OG0010250",NA,NA,NA
"8442","OG0010251",NA,NA,NA
"8443","OG0010252",NA,NA,NA
"8444","OG0010253",NA,NA,NA
"8445","OG0010254",NA,NA,NA
"8446","OG0010255",NA,NA,NA
"8447","OG0010256",NA,NA,NA
"8449","OG0010258",NA,NA,NA
"8450","OG0010259",NA,NA,NA
"8451","OG0010260",NA,NA,NA
"8452","OG0010261",NA,NA,NA
"8453","OG0010262",NA,NA,NA
"8454","OG0010263",NA,NA,NA
"8455","OG0010264",NA,NA,NA
"8456","OG0010265",NA,NA,NA
"8458","OG0010268",NA,NA,NA
"8459","OG0010271",NA,NA,NA
"8462","OG0010274",NA,NA,NA
"8464","OG0010276",NA,NA,NA
"8466","OG0010278",NA,NA,NA
"8467","OG0010279",NA,NA,NA
"8472","OG0010284",NA,NA,NA
"8473","OG0010285",NA,NA,NA
"8474","OG0010286","TF","ERF",NA
"8475","OG0010287","plastid development",NA,"plastid development"
"8476","OG0010288",NA,NA,NA
"8477","OG0010289",NA,NA,NA
"8478","OG0010290",NA,NA,NA
"8480","OG0010292",NA,NA,NA
"8483","OG0010295",NA,NA,NA
"8484","OG0010296",NA,NA,NA
"8486","OG0010298",NA,NA,NA
"8487","OG0010301",NA,NA,NA
"8488","OG0010302",NA,NA,NA
"8489","OG0010303",NA,NA,NA
"8490","OG0010304",NA,NA,NA
"8491","OG0010305",NA,NA,NA
"8492","OG0010307",NA,NA,NA
"8494","OG0010309",NA,NA,NA
"8497","OG0010313",NA,NA,NA
"8499","OG0010315",NA,NA,NA
"8500","OG0010317",NA,NA,NA
"8504","OG0010322",NA,NA,NA
"8505","OG0010323",NA,NA,NA
"8507","OG0010325",NA,NA,NA
"8510","OG0010328",NA,NA,NA
"8515","OG0010335",NA,NA,NA
"8516","OG0010336",NA,NA,NA
"8517","OG0010337",NA,NA,NA
"8518","OG0010338",NA,NA,NA
"8519","OG0010339",NA,NA,NA
